pagetitle;topcategory;subcategory;longtitle;alias;description;introtext;content;images;catalogfull;product-sku;max-kapacitet-nosivosti;max-visina-dizanja;max-jacina-baterije;max-brzina-voznje;teziste;opcije;vrsta-motora;vucni-kapacitet;max-visina-komisioniranja;primjena-vilicara;radni-hodnik;okretni-radius
Toyota Levio LPE250;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio P serija - niskopodizni;elektriÄçni-paletni-niskopodizni-viliÄçar-toyota-levio-p-lpe-250-(elektro);ElektriÄçni viliÄçar niskopodizni serije P - s platformom za vozaÄça je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan. ;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar BT Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p>Toyota Levio P-serija je u osnovi jednostavna &scaron;to ovaj paletni viliar ini prilagodljivim, jednostavnim za kori&scaron;tenje i monim. S maksimalnom brzinom od 12,5 km/h, impresivne mogunosti nosivosti i nisku potro&scaron;nju energije ova P-serija viliara moe postii vi&scaron;e radnih ciklusa s napunjenom baterijom u odnosu na uobiajene elektrine paletne viliare. Optimised Truck Performance (OTP) znaajka nudi kontrolu brzine u zavoju i glatku vonja, u modu Pje&scaron;ak (hodanje) rezultira optimalnom stabilnosti i poveana sigurnost vozaa i tereta.<br /> Modeli LPE imaju BT Powertrak osiguravajui da se prianjanje pogonskih kotaa uvijek optimizira prema uitanoj teini.</p><ul><li>Nosivost do 2,5 tona sa tei&scaron;tem na 600 mm</li><li>Duljina vilica do 2350 mm</li><li>Visoka brzina vonje i upravljivosti</li><li>Optimised Truck Performance (OTP)</li><li>BT Powertrak</li><li>Dostupan s Litij-ionskom baterijom</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/30/291_bt-levio-lpe200-gates-up_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/30/293_bt-levio-lpe200-gates-down_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lpe_250_15811.pdf;LPE 250;2500;0.205;600;12.5;600;;;;;;;
Toyota Levio LPE220;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio P serija - niskopodizni;elektriÄçni-paletni-niskopodizni-viliÄçar-toyota-levio-p-lpe-220-(elektro);ElektriÄçni viliÄçar niskopodizni serije P je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar BT Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p>Toyota Levio P-serija je u osnovi jednostavna &scaron;to ovaj paletni viliar ini prilagodljivim, jednostavnim za kori&scaron;tenje i monim. S maksimalnom brzinom od 12,5 km/h, impresivne mogunosti nosivosti i nisku potro&scaron;nju energije ova P-serija viliara moe postii vi&scaron;e radnih ciklusa s napunjenom baterijom u odnosu na uobiajene elektrine paletne viliare. Optimised Truck Performance (OTP) znaajka nudi kontrolu brzine u zavoju i glatku vonja, u modu Pje&scaron;ak (hodanje) rezultira optimalnom stabilnosti i poveana sigurnost vozaa i tereta.<br /> Modeli LPE imaju BT Powertrak osiguravajui da se prianjanje pogonskih kotaa uvijek optimizira prema uitanoj teini.</p><ul><li>Nosivost do 2,2 tone sa tei&scaron;tem na 600 mm</li><li>Duljina vilica do 2350 mm</li><li>Visoka brzina vonje i upravljivosti</li><li>Optimised Truck Performance (OTP)</li><li>BT Powertrak</li><li>Dostupan s Litij-ionskom baterijom</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/29/690_bt-levio-lpe220-gates-up_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/29/691_bt-levio-lpe220-side-protection_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/29/689_bt-levio-lpe220-backrest_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lpe240_152050.pdf;LPE 220;2200;0.205;600;10;600;;;;;;;
Toyota Levio LWE250;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio W serija - niskopodizni;elektriÄçni-paletni-niskopodizni-viliÄçar-toyota-levio-w-lwe250-(elektro);ElektriÄçni niskopodizni viliÄçar serije W je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar Toyota Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p>Dizajniran za sigurnost, elektrini paletni viliari u W-seriji su jednostavni za kori&scaron;tenje s ergonomskim upravljaem i tipkama kontrole. U skuenim prostorima s viliarom se moe lako manevrirati pomou upravljaa u uspravnom poloaju (Click-2-Creep). Ostale mjere sigurnosti ukljuuju odlina vidljivost vrha vilice i PIN-kod sustav. Uz BT Castor Link ovi elektrini paletni viliari posjeduju i BT Powerdrive, integrirani vozaki i kontrolni sustav koji osiguravaju izvrsne performanse viliara i njegovu uinkovitost.</p><ul><li>nosivost do 1400kg na tei&scaron;tu od 600mm</li><li>duljina vilica do 2350mm</li><li>&ldquo;Click-2-Creep&rdquo; manevriranje</li><li>BT Powerdrive</li><li>BT Castorlink</li><li>dostupn <span id=""result_box"" class=""short_text"" lang=""hr"">s litij-ionska baterijom</span></li></ul>";https://www.skladisna-logistika.hr/assets/galleries/27/279_bt-levio-lwe250_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/lwe250_151821.pdf;LWE 250;2500;0.205;300;6;600;;;;;;;
Toyota Levio LWE130;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio W serija - niskopodizni;elektriÄçni-viliÄçar-paletni-niskopodizni-toyota-levio-lwe130;ElektriÄçni viliÄçar niskopodizni serije LWE je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar Toyota Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p>Toyota LWE130 elektrini paletni viliar je dizajniran da bude jednostavan, siguran i trajan. Kompaktan, lagan i nudi nosivost do 1,3 tone. Ovaj elektrini paletni viliar je jednostavan za rad i siguran u njegovom kori&scaron;tenju. Paletni viliar LWE130 takoer ukljuuje &bdquo;BT Castor Link&ldquo; sustav kao standard koji prua izvrsnu stabilnost u radu.</p><ul><li><span id=""result_box"" lang=""hr"">Nosivost do 1,3 tona u centru optereenja 600 mm</span></li><li><span id=""result_box"" lang=""hr"">Vilica duljine do 1150 mm</span></li><li><span id=""result_box"" lang=""hr"">Baterije bez odravanja s ugraenim punjaem</span></li><li><span id=""result_box"" lang=""hr"">Ergonomski upravlja</span></li><li><span id=""result_box"" lang=""hr"">BT Castor Link</span></li></ul><p>&nbsp;</p>";"https://www.skladisna-logistika.hr/assets/galleries/19/218_bt-levio-w-series-lwe130_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/19/682_bt-levio-w-series-lwe130_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lwe130_151244.pdf;LWE130;1300;0.205;63;5.5;600;;;;;;;
Toyota Lifter HHM100I;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni ruÄçni paletni viliÄçar od nehrÄ‘ajuÄçeg Äçelika (Inox) za rad u mokrim uvjetima i higijensko Äçistom okoliÅ¡u ;ruÄçni-paletni-viliÄçar-toyota-high-lifter-inox-hhm100i-(visokopodizni);Dizajniran za sve primjene koje zahtijevaju optimalnu higijenu, Toyota Lifter HHM100 i HHL100 Inox modeli napravljeni su od kvalitetnog nehrÄ‘ajuÄ‡eg Äçelika  koji nudi izdrÅ_ljivost i otpornost na koroziju. ;;"<p class=""prod_short""><strong>Paletni viliar visokopodizni nehrajui namjenjen radu u korozivnim uvjetima.</strong></p><p class=""prod_short""><span class=""hps"">Dizajniran za</span> <span class=""hps"">sve primjene koje zahtijevaju</span> <span class=""hps"">optimalnu</span> <span class=""hps"">higijenu</span>, Toyota L<span class=""hps"">ifter</span> <span class=""hps"">HHM100</span> <span class=""hps"">i</span> <span class=""hps"">HHL100</span> <span class=""hps"">Inox</span> <span class=""hps"">modeli&nbsp;napravljeni su od</span>&nbsp;<span class=""hps"">kvalitetnog nehrajueg</span> <span class=""hps"">elika</span>&nbsp;<span class=""hps"">koji nudi</span> <span class=""hps"">izdrljivost i otpornost</span> <span class=""hps"">na koroziju</span>. <span class=""hps"">Uz</span> <span class=""hps"">podizanje</span> na <span class=""hps"">visinu</span> <span class=""hps"">do 800</span> <span class=""hps"">milimetara</span>, runi visiokopodizni Inox viliari dostupni su s manualnim i elektrinim podizanjem vilica.</p>";https://www.skladisna-logistika.hr/assets/galleries/61/253_hhm_100i_13256.jpg;http://www.skladisna-logistika.hr/upload/artikli/hhm100i_142226.pdf;HHM 100I;1000;0.800;;;600;;;;;Rad u agresivnim uvjetima;;
Toyota Lifter HHL100PH;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni ruÄçni paletni viliÄçar sa fotoÄçelijama za aut.podeÅ¡avanje visine tereta;ruÄçni-paletni-viliÄçar-toyota-high-lifter-hhl100ph-(visokopodizni);Model HHl100PH nudi automatsko podeÅ¡avanje visine.;;"<p>Dizajniran za sve primjene koje zahtijevaju optimalnu higijenu, Toyota Lifter HHM100 i HHL100 Inox modeli imaju visoko kvalitetni nehrajui elini okvir i pocinane platforme za noge i pumpu. Ova struktura nudi trajnost i otpornost na koroziju. Uz podizanja do visine 800 mm, te su dostupni s runim ili elektrinim podizanjem za pobolj&scaron;anu udobnost rukovanja. Automatsko pode&scaron;avanje visine na HHL100I PH s fotoelijama, tehnologijom kojom se dri gornji dio tereta uvijek na istoj visini za uinkovitijim prijenos optereenja i komisioniranje.</p>";https://www.skladisna-logistika.hr/assets/galleries/59/46_ru___pal_H.jpg;http://www.skladisna-logistika.hr/upload/artikli/hhl100_ph_14185.pdf;HHL 100PH;1000;0.800;;;600;;;;;Rad na poviÅ¡enim policama i komisioniranje;;
Toyota Lifter HHL100;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni ruÄçni paletni viliÄçar za lagano rukovanje teretom (elektro podizanje);ruÄçni-paletni-viliÄçar-toyota-high-lifter-hhl100-(visokopodizni);Visokopodizni ruÄçni viliÄçar iz Toyota Lifter H - serije osiguravaju maksimalnu efikasnost kod operacija utovara / istovara tereta, kao i kod horizontalnog transporta tereta.;;"<p>Dizajniran za sve primjene koje zahtijevaju optimalnu higijenu, Toyota Lifter HHM100 i HHL100 Inox modeli imaju visoko kvalitetni nehrajui elini okvir i pocinane platforme za noge i pumpu. Ova struktura nudi trajnost i otpornost na koroziju. Uz podizanja do visine 800 mm, te su dostupni s runim ili elektrinim podizanjem za pobolj&scaron;anu udobnost rukovanja. Automatsko pode&scaron;avanje visine na HHL100I PH s fotoelijama, tehnologijom kojom se dri gornji dio tereta uvijek na istoj visini za uinkovitijim prijenos optereenja i komisioniranje.</p>";https://www.skladisna-logistika.hr/assets/galleries/58/676_bt-lifter-hhl100_LO111.jpg;http://www.skladisna-logistika.hr/upload/artikli/hhl100_141749.pdf;HHL 100;1000;0.800;;;600;;;;;Rad na poviÅ¡enim policama;;
Toyota Lifter HHM100;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni ruÄçni paletni viliÄçar za lagano rukovanje teretom;ruÄçni-paletni-viliÄçar-toyota-high-lifter-hhm-(visokopodizni);Visokopodizni ruÄçni viliÄçar iz Toyota Lifter H - serije osiguravaju maksimalnu efikasnost kod operacija utovara / istovara tereta, kao i kod horizontalnog transporta tereta.;;"<p>Dizajniran za sve primjene koje zahtijevaju optimalnu higijenu, Toyota Lifter HHM100 i HHL100 Inox modeli imaju visoko kvalitetni nehrajui elini okvir i pocinane platforme za noge i pumpu. Ova struktura nudi trajnost i otpornost na koroziju. Uz podizanja do visine 800 mm, te su dostupni s runim ili elektrinim podizanjem za pobolj&scaron;anu udobnost rukovanja. Automatsko pode&scaron;avanje visine na HHL100I PH s fotoelijama, tehnologijom kojom se dri gornji dio tereta uvijek na istoj visini za uinkovitijim prijenos optereenja i komisioniranje.</p>";"https://www.skladisna-logistika.hr/assets/galleries/57/44_ru___pal_H.jpg;https://www.skladisna-logistika.hr/assets/galleries/57/673_bt-lifter-hhm100_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/57/674_bt-high-lifter-hhm100_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/hhm100_141735.pdf;HHM 100;1000;0.800;;;600;;;;;Rad na poviÅ¡enim policama;;
BT Lifter SHM080;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni ruÄçni paletni viliÄçar s visinom dizanja do 1.6 metara;ruÄçni-paletni-viliÄçar-bt-shm080;Visokopodizni ruÄçni viliÄçar iz BT Lifter S serije pogodni su za lagane aplikacije ulaganja paleta u uskim radnim hodnicima s visinom dizanja do 1.6 metara ;;"<p class=""prod_short""><strong>Poboljana fleksibilnost i udobnost s BT Lifter visokopodiznim viliarima za ulaganje.</strong></p><p><span class=""hps"">Prikladni</span> <span class=""hps"">za lake</span> <span class=""hps"">aplikacije</span> <span class=""hps"">u</span> <span class=""hps"">skuenim prostorima</span> <span class=""hps"">i trgovinama</span><span>,</span> <span class=""hps"">BT</span>viliari <span class=""hps"">S</span><span class=""atn"">-</span><span>serije</span> <span class=""hps"">ukljuuju dva</span> <span class=""hps"">runa</span> <span class=""hps"">modela</span>s kapacitetom nosivosti <span class=""hps"">do 0,8</span> <span class=""hps"">tona</span><span>.</span><span>SHL080</span> <span class=""hps"">verzija ima</span> <span class=""hps"">elektrino dizanje vilica</span><span class=""hps""> za</span> <span class=""hps"">vei komfor</span> <span class=""hps"">tijekom</span> <span class=""hps"">rukovanja</span> <span class=""hps"">materijalnim</span><span>.</span></p>";"https://www.skladisna-logistika.hr/assets/galleries/62/251_250_50_ru___pal_S.jpg;https://www.skladisna-logistika.hr/assets/galleries/62/678_3415-crop-resize_2848x4288cy0x0wh332x500.jpg";http://www.skladisna-logistika.hr/upload/artikli/shm080_144045.pdf;SHM 080;800;1.600;;;600;;;;;"Rad sa lakim aplikacijama u skuÄçenim prostorima s el.podizanjem 	";;
Toyota Lifter SHL080;Toyota ruÄçni paletni viliÄçari - visokopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Visokopodizni (elektro podizanje) ruÄçni paletni viliÄçar s visinom dizanja do 1.6 metara;ruÄçni-paletni-viliÄçar-toyota-lifter-s-shl080;Visokopodizni ruÄçni viliÄçar iz Toyota Lifter S serije pogodni su za lagane aplikacije ulaganja paleta u uskim radnim hodnicima s visinom dizanja do 1.6 metara.;;"<p class=""prod_short""><strong>Pobolj&scaron;ana fleksibilnost i udobnost s Toyota Lifter visokopodiznim viliarima za ulaganje.</strong></p><p><span class=""hps"">Prikladni</span> <span class=""hps"">za lake</span> <span class=""hps"">aplikacije</span> <span class=""hps"">u</span> <span class=""hps"">skuenim prostorima</span> <span class=""hps"">i trgovinama</span>, Toyota&nbsp;viliari <span class=""hps"">S</span><span class=""atn"">-</span>serije <span class=""hps"">ukljuuju dva</span> <span class=""hps"">runa</span> <span class=""hps"">modela</span>&nbsp;s kapacitetom nosivosti &nbsp;<span class=""hps"">do 0,8</span> <span class=""hps"">tona</span>.SHL080 <span class=""hps"">verzija ima</span> <span class=""hps"">elektrino dizanje vilica</span><span class=""hps""> za</span> <span class=""hps"">vei komfor</span> <span class=""hps"">tijekom</span> <span class=""hps"">rukovanja</span> <span class=""hps"">materijalnim</span>.</p><p class=""prod_short""><strong>&nbsp;</strong></p>";"https://www.skladisna-logistika.hr/assets/galleries/257/679_bt-lifter-shl_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/257/680_bt-ministacker-shl080_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/257/681_bt-ministacker-shl080_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/shl080_14415.pdf;SHL 080;800;1.600;;;600;;;;;"Rad sa lakim aplikacijama u skuÄçenim prostorima 	";;
Toyota Lifter LHM230;Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje - (garancija na Å¡asiju 99 godina);ruÄçni-paletni-viliÄçar-toyota-toyota-lifter-lhm-230;Toyota Lifter LHM230 niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje;Idealan za svakodnevnu upotrebu, Toyota LHM230 model nudi doÅ_ivotno jamstvo na okvir vilice i kapacitet nosivosti od 2,3 tone. ;"<p><span id=""result_box"" lang=""hr"">Idealne za svakodnevnu upotrebu, serija L standardni LHM230 model nudi doivotno jamstvo na okvir vilica i nosivosti do 2300kg. </span></p><ul><li>omoguuje brzo dizanje i pretovar tereta</li><li>jednostavan za upravljanje</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul><p><span style=""line-height: 1.5em;"">&nbsp;</span></p>";"https://www.skladisna-logistika.hr/assets/galleries/40/255_bt-lifter-lhm230_LO-3.jpg;https://www.skladisna-logistika.hr/assets/galleries/40/254_bt-lifter-lhm230_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/40/256_bt-lifter-lhm230_LO-2.jpg;https://www.skladisna-logistika.hr/assets/galleries/40/257_bt-lifter-lhm230_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm_230_tehni%EA%A3%A5_karakteristike_124329.pdf;LHM 230;2300;0.200;;;600;;;;;Svakodnevni rad;;
Toyota Lifter LHM230SI (silent);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar s smanjenom razinom buke;ruÄçni-paletni-viliÄçar-toyota-lifter-lhm-silent-230si;PrilagoÄ‘en za tihi rad, Toyota ruÄçni viliÄçar Silent LHM230SI model radi s razinom buke ispod 60 decibela (dBA).;PrilagoÄ‘en za tihi rad, Toyota ruÄçni viliÄçar Silent LHM230SI model radi s razinom buke ispod 60 decibela (dBA).;"<p>Toyota viliar, model Silent LHM230SI, radi s razinom buke ispod 60 decibela (dBA). Uvelike olak&scaron;ava proces rada gdje je niska razina buke jako bitan faktor, u ranim jutarnjim ili kasnim nonim satima kod utovara ili istovara tereta.</p><ul><li>pogodan za tihi rad (maksimum od 60 decibela)</li><li>nosivost: 2300kg</li><li>PEAK certifikat za tihe operacije</li><li>Quiet Mark potvrda za najti&scaron;e strojeve</li><li>ergonomski prilagoen</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/46/258_bt-lifter-silent-lhm230si_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/46/669_bt-lifter-lhm230si_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm230si_12474.pdf;LHM 230SI;2300;0.200;;;600;;;;;Potreba za tihim radom;;
Toyota Lifter LHM300;Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje sa poveÄ‡anom nosivoÅ¡Ä‡u;ruÄçni-paletni-viliÄçar-toyota-lifter-lhm-300;Toyota Lifter LHM300 niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje;Lifter LHM300 niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje;"<p><span id=""result_box"" lang=""hr"">Ova serija Toyota runih paletnih viliara LHM300 je s poveanom nosivo&scaron;u do 3000kg </span></p><ul><li>omoguuje brzo dizanje i pretovar tereta</li><li>jednostavan za upravljanje</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/47/260_bt-lifter-silent-lhm230si_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/47/261_bt-lifter-silent-lhm230si_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm300_124945.pdf;LHM 300;3000;0.200;;;600;;;;;Potreba za poveÄçanom nosivosti i izdrÅ_ljivosti;;
Toyota Lifter LHM100ULF (ultra low single fork);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar (jedna vilica) za horizontalni transport i komisioniranje za specijalno niske palete;ruÄçni-paletni-viliÄçar-ultra-low-toyota-lifter-075ulf;Ultra niski model Toyota ruÄçni paletni viliÄçar LHM 100ULF s jednom vilicom pogodan je za aplikacije koje koriste niske palete.;Ultra niski model Toyota ruÄçni paletni viliÄçar LHM075ULF s jednom vilicom pogodan je za aplikacije koje koriste niske palete.;"<p>Toyota Viliar LHM100ULF s jednom vilicom pogodan za rad s teretima koji zahtijevaju vrlo niski ulazak vilica jer razmak izmeu tla i same palete na kojoj se nalazi teret je vrlo nizak.</p><ul><li>pogodan za vrlo niske palete</li><li>nosivost: 1000kg</li><li>visina spu&scaron;tenih vilica 38 mm</li><li>ergonomski prilagoen</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";https://www.skladisna-logistika.hr/assets/galleries/49/786_bt-lifter-lhm100ulf_HI.jpg;http://www.skladisna-logistika.hr/upload/artikli/lhm100ulf_125416.pdf;LHM 100ULF;1000;138 mm;;;;;;;;Rad sa vrlo niskim paletama ;;
Toyota Lifter LHM100UL (ultra low);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar za horizontalni transport i komisioniranje za specijalno niske palete ;ruÄçni-paletni-viliÄçar-toyota-ultra-low-lhm100ul;Ultra niski ruÄçni paletni viliÄçar Toyota LHM100UL je dizajniran za prijevoznike tereta s vrlo niskim paletama.;Ultra niski ruÄçni paletni viliÄçar Toyota LHM100UL je dizajniran za prijevoznike tereta s vrlo niskim paletama.;"<p>Toyota viliar LHM100UL s dvije vilice pogodan za rad s teretima koji zahtijevaju vrlo niski ulazak vilica jer razmak izmeu tla i same palete na kojoj se nalazi teret je vrlo nizak.</p><ul><li>pogodan za vrlo niske palete</li><li>nosivost: 1000kg</li><li>visina spu&scaron;tenih vilica 38 mm</li><li>ergonomski prilagoen</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";https://www.skladisna-logistika.hr/assets/galleries/50/263_bt_lhm_1.jpg;http://www.skladisna-logistika.hr/upload/artikli/lhm100ul_12592.pdf;LHM 100UL;1000;138 mm;;;600;;;;;Rad sa vrlo niskim paletama;;
Toyota Lifter LHM200ST (Inox - nehrÄ‘ajuÄ‡i);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;RuÄçni paletni viliÄçar od nehrÄ‘ajuÄçeg Äçelika (Inox) za rad u mokrim uvjetima i higijensko Äçistom okoliÅ¡u;ruÄçni-paletni-viliÄçar-toyota-inox-stainless-lifter-lhm200st;Za korozivne sredine i visoku razinu higijene (hrana, farmacija), Toyota nehrÄ‘ajuÄ‡i viliÄçar LHM 200ST ima trajnu kvalitetu sprjeÄçavanja korozije.;Za korozivne sredine i visoku razinu higijene (hrana, farmacija), Toyota nehrÄ‘ajuÄ‡i viliÄçar LHM 200ST ima trajnu kvalitetu sprjeÄçavanja korozije.;"<p>Runi paletni viliar od nehrajueg elika za rad u mokrim i higijenski istim uvijetima.</p><ul><li>nosivost do 2 tone</li><li>inox</li><li>omoguuje brzo dizanje i pretovar tereta</li><li>jednostavan za upravljanje</li><li>dugi ivotni vijek</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na viliar 2 godine</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";https://www.skladisna-logistika.hr/assets/galleries/51/265_bt-lifter-lhm200st_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/lhm200st_14421.pdf;LHM 200ST;2000;0.200;;;600;;;;;Rad u agresivnim uvjetima;;
